age,industry,currency,country,years_experience,years_experience_field,education,gender,total_salary,salary_COP
25-34,Manufacturing,USD,United States,5-7 years,5-7 years,College degree,Man,110000.0,440000000.0
35-44,Other,USD,United States,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,310000.0,1240000000.0
35-44,Other,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,152000.0,608000000.0
35-44,Retail & E-commerce,GBP,United Kingdom,21 - 30 years,21 - 30 years,College degree,Man,43500.0,217500000.0
25-34,Other,USD,United States,11 - 20 years,2 - 4 years,College degree,Woman,52100.0,208400000.0
35-44,Education,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,80000.0,320000000.0
35-44,Other,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,200000.0,800000000.0
25-34,Retail & E-commerce,USD,United States,5-7 years,5-7 years,College degree,Woman,50000.0,200000000.0
35-44,Technology,USD,United States,5-7 years,5-7 years,College degree,Man,112000.0,448000000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,114000.0,456000000.0
18-24,Technology,CAD,Canada,1 year or less,1 year or less,College degree,Man,60000.0,192000000.0
45-54,Manufacturing,USD,United States,31 - 40 years,21 - 30 years,Master's degree,Man,185000.0,740000000.0
45-54,Technology,USD,New Zealand,21 - 30 years,11 - 20 years,High School,Man,300000.0,1200000000.0
18-24,Nonprofit,AUD/NZD,New Zealand,1 year or less,1 year or less,Some college,Man,80000.0,224000000.0
25-34,Technology,GBP,United Kingdom,8 - 10 years,5-7 years,College degree,Man,53100.0,265500000.0
45-54,Education,AUD/NZD,New Zealand,21 - 30 years,21 - 30 years,College degree,Man,180000.0,504000000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,400000.0,1600000000.0
25-34,Finance,AUD/NZD,New Zealand,8 - 10 years,8 - 10 years,College degree,Man,215000.0,602000000.0
35-44,Transport & Logistics,AUD/NZD,New Zealand,11 - 20 years,11 - 20 years,High School,Man,250000.0,700000000.0
35-44,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,212000.0,848000000.0
35-44,Real Estate,USD,United States,11 - 20 years,1 year or less,College degree,Woman,37440.0,149760000.0
25-34,Nonprofit,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,47000.0,188000000.0
45-54,Arts & Culture,USD,United States,21 - 30 years,21 - 30 years,Some college,Man,510000.0,2040000000.0
35-44,Healthcare,USD,United States,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,300000.0,1200000000.0
35-44,Finance,USD,United States,21 - 30 years,8 - 10 years,College degree,Woman,47500.0,190000000.0
55-64,Legal,USD,United States,41 years or more,31 - 40 years,Master's degree,Woman,94000.0,376000000.0
35-44,Education,GBP,United Kingdom,2 - 4 years,1 year or less,Master's degree,Woman,40000.0,200000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,81000.0,324000000.0
25-34,Other,USD,United States,2 - 4 years,1 year or less,College degree,Man,41300.0,165200000.0
18-24,Media & Publishing,USD,United States,2 - 4 years,2 - 4 years,College degree,Man,70000.0,280000000.0
45-54,Education,USD,United States,21 - 30 years,11 - 20 years,Some college,Woman,47196.0,188784000.0
18-24,Other,USD,United States,5-7 years,2 - 4 years,College degree,Woman,46000.0,184000000.0
45-54,Media & Publishing,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,65000.0,260000000.0
25-34,Technology,USD,United States,11 - 20 years,5-7 years,College degree,Non-binary,49000.0,196000000.0
25-34,Marketing & PR,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,43500.0,174000000.0
35-44,Technology,USD,United States,11 - 20 years,2 - 4 years,College degree,Man,312000.0,1248000000.0
35-44,Technology,USD,United States,5-7 years,2 - 4 years,College degree,Woman,80000.0,320000000.0
35-44,Finance,USD,United States,8 - 10 years,1 year or less,College degree,Man,148500.0,594000000.0
35-44,Education,USD,United States,11 - 20 years,11 - 20 years,PhD,Woman,110000.0,440000000.0
35-44,Transport & Logistics,USD,United States,21 - 30 years,5-7 years,Master's degree,Woman,60000.0,240000000.0
35-44,Finance,CAD,Canada,11 - 20 years,1 year or less,College degree,Woman,45000.0,144000000.0
45-54,Healthcare,USD,United States,21 - 30 years,2 - 4 years,PhD,Woman,81300.0,325200000.0
45-54,Technology,USD,United States,21 - 30 years,21 - 30 years,College degree,Woman,140000.0,560000000.0
35-44,Technology,USD,United States,11 - 20 years,5-7 years,College degree,Man,193600.0,774400000.0
25-34,Finance,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,80000.0,320000000.0
35-44,Healthcare,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,105000.0,420000000.0
35-44,Marketing & PR,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,133000.0,532000000.0
18-24,Finance,GBP,United Kingdom,1 year or less,1 year or less,Master's degree,Man,34500.0,172500000.0
35-44,Healthcare,USD,United States,8 - 10 years,8 - 10 years,PhD,Woman,91500.0,366000000.0
25-34,Government,USD,United States,2 - 4 years,2 - 4 years,College degree,Man,56000.0,224000000.0
under 18,Finance,USD,Other,1 year or less,1 year or less,High School,Man,0.0,0.0
35-44,Hospitality,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,53000.0,212000000.0
35-44,Other,USD,United States,11 - 20 years,8 - 10 years,College degree,Other or prefer not to answer,101000.0,404000000.0
25-34,Education,USD,United States,8 - 10 years,8 - 10 years,PhD,Man,56000.0,224000000.0
55-64,Education,USD,United States,31 - 40 years,11 - 20 years,College degree,Woman,62100.0,248400000.0
35-44,Healthcare,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,270000.0,1080000000.0
25-34,Science & Research,USD,United States,5-7 years,2 - 4 years,College degree,Woman,112000.0,448000000.0
25-34,Education,USD,Other,5-7 years,2 - 4 years,Master's degree,Woman,37000.0,148000000.0
25-34,Other,USD,United States,8 - 10 years,1 year or less,College degree,Woman,58000.0,232000000.0
25-34,Education,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,31000.0,124000000.0
18-24,Technology,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,195000.0,780000000.0
25-34,Transport & Logistics,USD,United States,2 - 4 years,2 - 4 years,Some college,Man,42020.0,168080000.0
25-34,Other,USD,United States,5-7 years,1 year or less,College degree,Woman,90000.0,360000000.0
18-24,Finance,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,140000.0,560000000.0
18-24,Retail & E-commerce,USD,United States,5-7 years,2 - 4 years,High School,Non-binary,26000.0,104000000.0
25-34,Technology,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,120000.0,480000000.0
18-24,Other,USD,United States,1 year or less,1 year or less,College degree,Woman,65000.0,260000000.0
25-34,Media & Publishing,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,132000.0,528000000.0
45-54,Technology,USD,United States,21 - 30 years,11 - 20 years,College degree,Woman,112000.0,448000000.0
35-44,Government,EUR,Austria,11 - 20 years,11 - 20 years,Master's degree,Woman,47000.0,211500000.0
25-34,Other,USD,United States,5-7 years,2 - 4 years,College degree,Woman,56000.0,224000000.0
25-34,Nonprofit,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,45000.0,180000000.0
18-24,Media & Publishing,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,54000.0,216000000.0
25-34,Nonprofit,USD,United States,5-7 years,5-7 years,College degree,Man,59000.0,236000000.0
25-34,Nonprofit,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,49000.0,196000000.0
25-34,Nonprofit,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,56000.0,224000000.0
35-44,Other,USD,United States,5-7 years,5-7 years,College degree,Woman,67000.0,268000000.0
25-34,Technology,INR,India,2 - 4 years,2 - 4 years,College degree,Man,500000.0,26500000.0
55-64,Finance,USD,United States,21 - 30 years,5-7 years,College degree,Woman,30080.0,120320000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,287000.0,1148000000.0
35-44,Transport & Logistics,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,54000.0,216000000.0
25-34,Other,USD,United States,8 - 10 years,8 - 10 years,College degree,Man,130000.0,520000000.0
35-44,Technology,USD,Thailand,11 - 20 years,5-7 years,Master's degree,Woman,95000.0,380000000.0
25-34,Legal,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,40664.0,162656000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,295000.0,1180000000.0
45-54,Manufacturing,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,82000.0,328000000.0
25-34,Legal,USD,United States,5-7 years,5-7 years,College degree,Woman,36000.0,144000000.0
35-44,Finance,CAD,Canada,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,105000.0,336000000.0
25-34,Finance,GBP,United Kingdom,2 - 4 years,2 - 4 years,College degree,Woman,27825.0,139125000.0
25-34,Technology,EUR,France,5-7 years,5-7 years,Master's degree,Man,75000.0,337500000.0
35-44,Finance,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,42000.0,168000000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,High School,Woman,120000.0,480000000.0
25-34,Retail & E-commerce,USD,United States,5-7 years,5-7 years,Some college,Woman,77000.0,308000000.0
45-54,Education,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Man,70000.0,280000000.0
25-34,Healthcare,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Man,111000.0,444000000.0
25-34,Social Services,USD,United States,1 year or less,1 year or less,Master's degree,Woman,54000.0,216000000.0
35-44,Technology,USD,United States,21 - 30 years,5-7 years,High School,Man,202500.0,810000000.0
35-44,Social Services,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,74000.0,296000000.0
45-54,Technology,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Man,236000.0,944000000.0
25-34,Marketing & PR,USD,United States,5-7 years,5-7 years,College degree,Woman,122000.0,488000000.0
25-34,Technology,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,140000.0,560000000.0
25-34,Legal,CAD,Canada,5-7 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,130000.0,416000000.0
35-44,Real Estate,USD,United States,11 - 20 years,5-7 years,Master's degree,Woman,81500.0,326000000.0
18-24,Technology,USD,United States,11 - 20 years,2 - 4 years,High School,Man,38458.0,153832000.0
25-34,Technology,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,193000.0,772000000.0
25-34,Utilities & Telecommunications,USD,United States,8 - 10 years,1 year or less,Master's degree,Woman,41000.0,164000000.0
35-44,Technology,USD,United States,11 - 20 years,5-7 years,Master's degree,Woman,190000.0,760000000.0
55-64,Real Estate,USD,United States,31 - 40 years,8 - 10 years,College degree,Woman,45000.0,180000000.0
45-54,Nonprofit,USD,United States,21 - 30 years,11 - 20 years,College degree,Woman,57000.0,228000000.0
45-54,Healthcare,USD,United States,11 - 20 years,11 - 20 years,Some college,Woman,38500.0,154000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,5-7 years,Master's degree,Other or prefer not to answer,48000.0,192000000.0
35-44,Healthcare,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,126500.0,506000000.0
55-64,Media & Publishing,USD,United States,31 - 40 years,31 - 40 years,College degree,Woman,54800.0,219200000.0
25-34,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,62063.0,248252000.0
25-34,Technology,USD,United States,5-7 years,5-7 years,Master's degree,Woman,82500.0,330000000.0
25-34,Media & Publishing,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,40000.0,160000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,66000.0,264000000.0
35-44,Manufacturing,USD,United States,8 - 10 years,5-7 years,Master's degree,Man,80200.0,320800000.0
35-44,Media & Publishing,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,48000.0,192000000.0
25-34,Other,CAD,Canada,8 - 10 years,1 year or less,College degree,Woman,75000.0,240000000.0
35-44,Other,USD,United States,21 - 30 years,21 - 30 years,College degree,Woman,52000.0,208000000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,85000.0,340000000.0
25-34,Finance,CAD,Canada,2 - 4 years,2 - 4 years,College degree,Non-binary,51750.0,165600000.0
18-24,Healthcare,USD,United States,5-7 years,1 year or less,College degree,Other or prefer not to answer,56150.0,224600000.0
35-44,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,89200.0,356800000.0
55-64,Finance,USD,Other,11 - 20 years,5-7 years,Master's degree,Woman,93000.0,372000000.0
25-34,Education,USD,United States,5-7 years,2 - 4 years,College degree,Woman,60000.0,240000000.0
25-34,Technology,USD,United States,5-7 years,5-7 years,Master's degree,Woman,93000.0,372000000.0
25-34,Finance,USD,United States,2 - 4 years,1 year or less,College degree,Woman,59740.0,238960000.0
35-44,Marketing & PR,USD,United States,21 - 30 years,2 - 4 years,Master's degree,Woman,38528.0,154112000.0
45-54,Government,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,171000.0,684000000.0
18-24,Government,CAD,Canada,1 year or less,1 year or less,College degree,Woman,40000.0,128000000.0
35-44,Media & Publishing,USD,United States,11 - 20 years,8 - 10 years,Some college,Woman,185000.0,740000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,College degree,Man,89000.0,356000000.0
25-34,Healthcare,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,85000.0,340000000.0
25-34,Manufacturing,USD,United States,5-7 years,5-7 years,College degree,Woman,86000.0,344000000.0
25-34,Other,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,68000.0,272000000.0
25-34,Manufacturing,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Man,113700.0,454800000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,Some college,Woman,108000.0,432000000.0
65 or over,Healthcare,USD,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,137500.0,550000000.0
45-54,Environment,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,59000.0,236000000.0
35-44,Other,CAD,Canada,11 - 20 years,2 - 4 years,PhD,Woman,54000.0,172800000.0
25-34,Government,USD,United States,5-7 years,2 - 4 years,College degree,Woman,55000.0,220000000.0
18-24,Manufacturing,USD,United States,1 year or less,1 year or less,Master's degree,Woman,89000.0,356000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,160000.0,640000000.0
35-44,Real Estate,AUD/NZD,New Zealand,11 - 20 years,5-7 years,Master's degree,Woman,92000.0,257600000.0
18-24,Media & Publishing,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,49000.0,196000000.0
25-34,Manufacturing,USD,United States,5-7 years,2 - 4 years,College degree,Non-binary,54760.0,219040000.0
35-44,Nonprofit,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,129000.0,516000000.0
45-54,Manufacturing,USD,United States,21 - 30 years,1 year or less,College degree,Woman,47500.0,190000000.0
45-54,Technology,USD,United States,21 - 30 years,2 - 4 years,Master's degree,Woman,111900.0,447600000.0
35-44,Manufacturing,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,126500.0,506000000.0
35-44,Government,CAD,Other,8 - 10 years,8 - 10 years,PhD,Woman,112000.0,358400000.0
35-44,Media & Publishing,USD,United States,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,120000.0,480000000.0
45-54,Education,USD,United States,21 - 30 years,2 - 4 years,College degree,Woman,38750.0,155000000.0
25-34,Media & Publishing,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Man,365000.0,1460000000.0
55-64,Legal,USD,United States,31 - 40 years,21 - 30 years,Master's degree,Woman,93000.0,372000000.0
45-54,Nonprofit,USD,United States,21 - 30 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,180000.0,720000000.0
25-34,Utilities & Telecommunications,USD,United States,11 - 20 years,2 - 4 years,College degree,Man,70000.0,280000000.0
25-34,Other,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,230000.0,920000000.0
25-34,Education,USD,United States,11 - 20 years,8 - 10 years,PhD,Woman,56000.0,224000000.0
45-54,Healthcare,USD,United States,11 - 20 years,5-7 years,Master's degree,Woman,96000.0,384000000.0
35-44,Technology,CAD,Canada,11 - 20 years,2 - 4 years,College degree,Woman,105000.0,336000000.0
45-54,Technology,USD,United States,21 - 30 years,21 - 30 years,Some college,Man,125000.0,500000000.0
25-34,Marketing & PR,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,45500.0,182000000.0
35-44,Nonprofit,CAD,Canada,11 - 20 years,11 - 20 years,Master's degree,Woman,83000.0,265600000.0
25-34,Technology,USD,United States,5-7 years,5-7 years,College degree,Woman,155000.0,620000000.0
